City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Zhoucun,CN,2021-09-26 15:28:25,36.8167,117.8167,66.07,99,100,1.45
296,Puerto Escondido,MX,2021-09-26 15:28:26,15.85,-97.0667,84.74,63,68,0.31
297,Balkanabat,TM,2021-09-26 15:28:26,39.5108,54.3671,66.69,56,39,10.89
298,Deer Lake,CA,2021-09-26 15:28:27,49.1667,-57.4316,71.46,60,75,11.5
299,Pakenham,AU,2021-09-26 15:28:27,-38.0667,145.4833,45.46,89,4,3.42
300,Tinaquillo,VE,2021-09-26 15:28:27,9.9186,-68.3047,84.27,63,79,6.49
301,Hailar,CN,2021-09-26 15:28:28,49.2,119.7,49.77,91,89,11.16
302,Gimli,CA,2021-09-26 15:28:28,50.6336,-96.9907,61.43,76,31,8.05
303,Hamilton,US,2021-09-26 15:28:29,39.1834,-84.5333,69.58,58,1,3.0
304,Ondangwa,NA,2021-09-26 15:28:29,-17.9167,15.95,98.6,9,0,8.05
305,Arlit,NE,2021-09-26 15:28:29,18.7369,7.3853,101.53,9,3,16.89
306,Carbondale,US,2021-09-26 15:28:30,37.7273,-89.2168,71.49,57,1,9.22
307,Pointe Michel,DM,2021-09-26 15:28:30,15.25,-61.3833,88.74,62,20,2.3
308,Springbok,ZA,2021-09-26 15:28:31,-29.6643,17.8865,87.58,10,4,1.63
309,Esperance,AU,2021-09-26 15:28:31,-33.8667,121.9,55.24,82,77,12.91
310,Huaihua,CN,2021-09-26 15:28:32,27.5494,109.9592,80.4,62,45,1.34
311,Pimenta Bueno,BR,2021-09-26 15:28:32,-11.6725,-61.1936,98.1,32,50,5.08
312,Savinka,RU,2021-09-26 15:28:33,50.0785,47.0994,52.39,91,100,12.8
313,Palma,ES,2021-09-26 15:25:09,39.5694,2.6502,85.21,62,20,5.99
314,Codrington,AU,2021-09-26 15:28:33,-38.2667,141.9667,39.97,90,64,8.34
315,Tahta,EG,2021-09-26 15:28:34,26.7693,31.5021,89.89,21,8,14.97
316,Channel-Port Aux Basques,CA,2021-09-26 15:28:34,47.5702,-59.1367,59.5,93,100,17.9
317,Nisia Floresta,BR,2021-09-26 15:28:35,-6.0911,-35.2086,84.58,54,45,17.96
318,Simao,CN,2021-09-26 15:28:35,22.7886,100.9748,63.5,94,48,2.26
319,Vila Velha,BR,2021-09-26 15:28:35,-20.3297,-40.2925,80.55,62,20,17.27
320,Marzuq,YE,2021-09-26 15:28:36,14.4,46.4667,87.98,15,7,10.22
321,Vanimo,PG,2021-09-26 15:28:36,-2.6741,141.3028,77.95,90,47,3.85
322,Rio Grande,BR,2021-09-26 15:28:37,-32.035,-52.0986,71.71,69,0,5.39
323,Saint-Augustin,CA,2021-09-26 15:28:37,51.226,-58.6502,62.02,80,100,6.17
324,Shenjiamen,CN,2021-09-26 15:28:37,29.9576,122.298,76.86,88,33,10.76
325,Hofn,IS,2021-09-26 15:28:38,64.2539,-15.2082,44.62,81,90,5.75
326,Waipawa,NZ,2021-09-26 15:28:38,-41.4122,175.5153,44.02,95,100,7.11
327,Forlimpopoli,IT,2021-09-26 15:28:39,44.1911,12.1287,74.91,89,40,3.44
328,San Juan Bautista,PE,2021-09-26 15:28:39,-14.0108,-75.7358,59.18,52,15,4.25
329,Plouzane,FR,2021-09-26 15:28:40,48.3833,-4.6167,69.82,85,75,19.57
330,Yar-Sale,RU,2021-09-26 15:28:40,66.8333,70.8333,34.59,82,15,7.78
331,Upernavik,GL,2021-09-26 15:28:41,72.7868,-56.1549,24.58,64,8,3.67
332,Sorong,ID,2021-09-26 15:28:41,-0.8833,131.25,79.02,84,90,2.51
333,Camana,PE,2021-09-26 15:28:41,-16.6228,-72.7111,64.63,74,89,8.16
334,Gazanjyk,TM,2021-09-26 15:28:42,39.2446,55.5154,65.75,61,100,5.68
335,Pangody,RU,2021-09-26 15:28:42,65.85,74.4859,33.51,81,4,7.23
336,Veraval,IN,2021-09-26 15:28:43,20.9,70.3667,80.33,82,73,7.2
337,Guozhen,CN,2021-09-26 15:28:43,34.3659,107.359,64.31,97,100,0.69
338,Bubaque,GW,2021-09-26 15:28:44,11.2833,-15.8333,82.96,73,89,5.41
339,Clyde River,CA,2021-09-26 15:28:44,70.4692,-68.5914,28.6,81,20,6.58
340,Baturaja,ID,2021-09-26 15:28:44,-4.1333,104.1667,73.98,97,100,1.77
341,Okhotsk,RU,2021-09-26 15:28:45,59.3833,143.3,43.66,60,4,10.98
342,Port-Gentil,GA,2021-09-26 15:28:45,-0.7193,8.7815,82.36,74,40,16.11
343,Praya,CV,2021-09-26 15:28:46,14.9215,-23.5087,86.54,58,20,17.27
344,Christchurch,NZ,2021-09-26 15:28:46,-43.5333,172.6333,40.03,87,20,0.0
345,San Jose,US,2021-09-26 15:26:41,37.3394,-121.895,62.01,81,90,0.0
346,Moree,AU,2021-09-26 15:28:47,-29.4667,149.85,55.42,71,0,10.36
347,Mahajanga,MG,2021-09-26 15:28:47,-15.7167,46.3167,80.62,61,40,5.75
348,Kloulklubed,PW,2021-09-26 15:28:48,7.0419,134.2556,81.1,76,100,7.81
349,Missoula,US,2021-09-26 15:28:48,47.0166,-113.8009,39.6,45,61,2.28
350,Littlehampton,GB,2021-09-26 15:28:48,50.8069,-0.5378,73.74,77,40,17.27
351,Hualmay,PE,2021-09-26 15:28:49,-11.0964,-77.6139,65.5,76,61,8.86
352,Lavras,BR,2021-09-26 15:28:49,-21.2453,-44.9997,86.49,32,18,11.23
353,Lebanon,US,2021-09-26 15:28:45,36.2081,-86.2911,74.08,82,1,0.0
354,Charagua,BO,2021-09-26 15:28:50,-19.8,-63.2167,85.57,23,0,5.37
355,Taoudenni,ML,2021-09-26 15:28:50,22.6783,-3.9836,109.56,5,3,17.43
356,Lensk,RU,2021-09-26 15:28:51,60.7253,114.9278,35.04,98,100,9.95
357,Bisho,ZA,2021-09-26 15:28:51,-32.8472,27.4422,63.23,59,10,10.58
358,Lethem,GY,2021-09-26 15:28:51,3.3803,-59.7968,95.05,46,75,13.8
359,Usinsk,RU,2021-09-26 15:28:52,65.9939,57.5281,40.42,63,100,7.14
360,Arman,RU,2021-09-26 15:28:52,59.7,150.1667,40.62,67,100,10.38
361,Dali,CN,2021-09-26 15:28:53,25.7,100.1833,60.93,89,85,2.86
362,Mpulungu,ZM,2021-09-26 15:28:53,-8.7623,31.1141,80.51,46,19,1.81
363,Lovozero,RU,2021-09-26 15:28:53,68.005,35.0117,45.91,80,53,4.14
364,Aswan,EG,2021-09-26 15:28:54,24.0934,32.907,98.31,13,63,13.04
365,Savannah Bight,HN,2021-09-26 15:28:55,16.45,-85.85,84.25,76,99,8.77
366,San Carlos De Bariloche,AR,2021-09-26 15:28:29,-41.1456,-71.3082,40.75,42,40,10.36
367,Roma,US,2021-09-26 15:28:55,43.2128,-75.4557,66.06,68,40,1.99
368,Hongjiang,CN,2021-09-26 15:28:56,27.11,109.9956,80.74,64,34,2.17
369,Champerico,GT,2021-09-26 15:28:56,14.3,-91.9167,91.72,74,63,1.21
370,Biak,ID,2021-09-26 15:28:56,-0.9131,122.8766,75.87,76,100,4.97
371,Teya,RU,2021-09-26 15:28:57,60.3778,92.6267,36.93,97,100,5.28
372,Jaguarao,BR,2021-09-26 15:28:57,-32.5661,-53.3758,69.8,61,0,2.39
373,Lazarev,RU,2021-09-26 15:28:58,52.225,141.5131,51.71,75,81,3.29
374,Huilong,CN,2021-09-26 15:24:42,31.8111,121.655,77.94,89,8,11.14
375,Agirish,RU,2021-09-26 15:28:58,61.9247,63.0231,35.15,71,99,6.58
376,Kaitangata,NZ,2021-09-26 15:28:59,-46.2817,169.8464,33.89,91,18,5.19
377,Villazon,BO,2021-09-26 15:28:59,-22.0866,-65.5942,61.97,6,0,3.76
378,Fare,PF,2021-09-26 15:29:00,-16.7,-151.0167,78.28,79,6,13.58
379,Bereda,ES,2021-09-26 15:29:00,43.2686,-7.5406,70.41,70,100,7.16
380,Faanui,PF,2021-09-26 15:29:01,-16.4833,-151.75,78.64,77,2,13.82
381,Torbay,CA,2021-09-26 15:29:01,47.6666,-52.7314,62.89,66,40,9.22
382,Chapais,CA,2021-09-26 15:29:02,49.7834,-74.8492,51.58,75,100,3.78
383,Krasnozerskoye,RU,2021-09-26 15:29:02,53.9828,79.2374,36.91,72,90,6.78
384,Port Keats,AU,2021-09-26 15:29:02,-14.25,129.55,76.91,82,50,5.01
385,Muisne,EC,2021-09-26 15:29:03,0.6,-80.0333,80.71,84,100,10.71
386,Kaeo,NZ,2021-09-26 15:29:03,-35.1,173.7833,54.32,89,95,4.79
387,Poum,NC,2021-09-26 15:29:04,-20.2333,164.0167,71.33,72,99,6.73
388,Kuching,MY,2021-09-26 15:25:05,1.55,110.3333,79.02,89,20,2.3
389,Ishim,RU,2021-09-26 15:29:05,56.1128,69.4902,36.68,67,40,10.18
390,Sokolo,ML,2021-09-26 15:29:05,14.7328,-6.1219,100.9,24,67,8.1
391,Ramsar,IR,2021-09-26 15:29:06,36.9226,50.6426,65.64,82,40,2.3
392,Paratinga,BR,2021-09-26 15:29:06,-12.6906,-43.1842,97.2,23,3,2.26
393,Deputatskiy,RU,2021-09-26 15:29:06,69.3,139.9,28.71,86,100,24.05
394,Pokhara,NP,2021-09-26 15:29:07,28.2333,83.9833,70.56,86,61,5.79
395,Iquique,CL,2021-09-26 15:29:07,-20.2208,-70.1431,62.64,62,13,4.97
396,Tabuleiro Do Norte,BR,2021-09-26 15:29:08,-5.2467,-38.1306,98.85,25,8,12.84
397,Karwar,IN,2021-09-26 15:29:08,14.8,74.1333,78.44,86,97,7.49
398,Phangnga,TH,2021-09-26 15:29:09,8.4509,98.5298,75.31,97,100,3.2
399,Tamandare,BR,2021-09-26 15:29:09,-8.7597,-35.1047,80.74,75,25,13.24
400,Askiz,RU,2021-09-26 15:29:10,53.1319,90.5264,34.3,81,100,15.37
401,Birao,CF,2021-09-26 15:29:10,10.2849,22.7882,79.57,69,57,7.9
402,Nuuk,GL,2021-09-26 15:29:11,64.1835,-51.7216,31.87,57,0,5.99
403,Alofi,NU,2021-09-26 15:29:11,-19.0595,-169.9187,60.69,94,50,1.14
404,Owando,CG,2021-09-26 15:29:11,-0.4819,15.8999,87.58,51,66,0.74
405,Matagami,CA,2021-09-26 15:29:12,49.7502,-77.6328,46.51,100,90,8.05
406,Marawi,PH,2021-09-26 15:29:12,7.9986,124.2928,66.65,90,100,3.51
407,Nantucket,US,2021-09-26 15:29:13,41.2835,-70.0995,70.99,92,69,15.59
408,Howard Springs,AU,2021-09-26 15:29:13,-12.497,131.047,80.51,87,63,1.95
409,Cururupu,BR,2021-09-26 15:29:14,-1.8283,-44.8683,85.28,61,88,8.95
410,Lichinga,MZ,2021-09-26 15:29:14,-13.3128,35.2406,75.29,41,75,11.5
411,Bilibino,RU,2021-09-26 15:29:15,68.0546,166.4372,25.68,98,100,8.1
412,Saint George,US,2021-09-26 15:24:55,37.1041,-113.5841,79.36,46,1,0.0
413,Turukhansk,RU,2021-09-26 15:29:15,65.8167,87.9833,35.85,84,6,7.58
414,Samana,DO,2021-09-26 15:29:16,19.2056,-69.3369,86.38,64,3,2.55
415,Northam,GB,2021-09-26 15:29:16,51.0333,-4.2167,70.66,81,99,16.8
416,Mimongo,GA,2021-09-26 15:29:17,-1.6195,11.6068,78.78,81,83,2.95
417,Umba,RU,2021-09-26 15:29:17,66.6871,34.3429,46.26,95,81,3.74
418,Touros,BR,2021-09-26 15:29:17,-5.1989,-35.4608,83.3,61,6,20.04
419,Loughborough,GB,2021-09-26 15:29:18,52.7667,-1.2,72.72,55,0,5.01
420,Sidrolandia,BR,2021-09-26 15:29:18,-20.9319,-54.9614,90.39,18,21,7.67
421,Tuatapere,NZ,2021-09-26 15:29:19,-46.1333,167.6833,38.82,87,39,4.45
422,Santa Maria,BR,2021-09-26 15:29:19,-29.6842,-53.8069,63.7,94,75,5.75
423,Flinders,AU,2021-09-26 15:29:19,-34.5833,150.8552,53.2,84,88,3.0
424,Ambilobe,MG,2021-09-26 15:29:20,-13.2,49.05,78.46,62,86,2.75
425,Asau,RO,2021-09-26 15:29:20,46.4333,26.4,73.76,58,2,2.75
426,Balikpapan,ID,2021-09-26 15:29:21,-1.2675,116.8289,78.64,84,27,6.6
427,Eureka,US,2021-09-26 15:29:21,40.8021,-124.1637,57.2,90,74,1.99
428,Korgen,NO,2021-09-26 15:29:22,66.0771,13.8153,53.73,95,100,6.08
429,Stromness,GB,2021-09-26 15:29:22,58.965,-3.296,62.56,87,34,14.0
430,Chulym,RU,2021-09-26 15:29:22,55.0997,80.9572,34.79,94,100,10.6
431,Vao,NC,2021-09-26 15:29:23,-22.6667,167.4833,68.16,65,93,5.77
432,Evensk,RU,2021-09-26 15:29:23,61.95,159.2333,38.64,91,79,11.59
433,Praia,CV,2021-09-26 15:28:46,14.9215,-23.5087,86.54,58,20,17.27
434,Bambanglipuro,ID,2021-09-26 15:29:24,-7.95,110.2833,77.74,84,69,11.21
435,Iqaluit,CA,2021-09-26 15:29:24,63.7506,-68.5145,35.33,80,75,17.0
436,Da Nang,VN,2021-09-26 15:29:25,16.0678,108.2208,80.58,83,20,0.0
437,Vestmannaeyjar,IS,2021-09-26 15:29:25,63.4427,-20.2734,45.59,81,20,8.05
438,Nanakuli,US,2021-09-26 15:29:26,21.3906,-158.1547,78.75,78,1,4.61
439,Suluova,TR,2021-09-26 15:29:26,40.8313,35.6479,69.66,40,20,11.5
440,Berdigestyakh,RU,2021-09-26 15:29:26,62.0989,126.6992,30.79,93,91,4.92
441,Luderitz,NA,2021-09-26 15:29:27,-26.6481,15.1594,66.9,65,0,13.15
442,Bathsheba,BB,2021-09-26 15:29:27,13.2167,-59.5167,90.21,66,20,11.5
443,Maniitsoq,GL,2021-09-26 15:29:28,65.4167,-52.9,32.85,50,0,5.7
444,Elizabeth City,US,2021-09-26 15:29:28,36.2946,-76.2511,73.42,57,1,14.97
445,Panaba,MX,2021-09-26 15:29:28,21.2833,-88.2667,82.94,78,15,4.74
446,Hurghada,EG,2021-09-26 15:29:29,27.2574,33.8129,83.39,54,4,14.58
447,Sundargarh,IN,2021-09-26 15:29:29,22.1167,84.0333,78.96,86,87,10.47
448,Tura,IN,2021-09-26 15:29:30,25.5198,90.2201,76.41,90,82,3.24
449,Namibe,AO,2021-09-26 15:29:30,-15.1961,12.1522,72.23,73,75,12.66
450,Byron Bay,AU,2021-09-26 15:26:30,-28.65,153.6167,58.95,75,98,14.18
451,Sindor,RU,2021-09-26 15:29:31,62.8629,51.8905,41.67,95,100,9.6
452,Havre-Saint-Pierre,CA,2021-09-26 15:29:31,50.2334,-63.5986,57.56,100,90,11.5
453,Niquelandia,BR,2021-09-26 15:29:32,-14.4739,-48.4597,98.13,21,2,5.59
454,Nelson Bay,AU,2021-09-26 15:29:32,-32.7167,152.15,56.68,74,13,9.26
455,Daru,PG,2021-09-26 15:29:32,-9.0763,143.2092,77.38,91,95,13.69
456,Anadyr,RU,2021-09-26 15:29:33,64.75,177.4833,25.3,100,90,4.47
457,Ayan,RU,2021-09-26 15:29:33,56.45,138.1667,46.11,58,2,8.95
458,Maxixe,MZ,2021-09-26 15:29:34,-23.8597,35.3472,76.82,73,20,9.22
459,Meadow Lake,US,2021-09-26 15:29:34,34.8014,-106.5436,69.73,67,80,4.12
460,Punto Fijo,VE,2021-09-26 15:29:35,11.6956,-70.1996,87.85,58,72,16.13
461,Zhangjiakou,CN,2021-09-26 15:29:35,40.81,114.8794,58.39,91,99,0.74
462,Mingyue,CN,2021-09-26 15:29:35,43.1069,128.9217,57.83,97,100,3.0
463,Diffa,NE,2021-09-26 15:29:36,13.3154,12.6113,100.67,11,6,12.53
464,Marihatag,PH,2021-09-26 15:29:36,8.7936,126.2969,77.92,88,78,5.21
465,Ruteng,ID,2021-09-26 15:29:37,-8.6136,120.4721,62.87,95,82,3.04
466,Kudat,MY,2021-09-26 15:29:37,6.8837,116.8477,78.73,94,20,1.14
467,De-Kastri,RU,2021-09-26 15:29:38,51.4667,140.7833,51.51,91,60,1.19
468,San Patricio,US,2021-09-26 15:29:38,28.017,-97.5169,82.87,54,5,5.7
469,Udachnyy,RU,2021-09-26 15:29:39,66.4167,112.4,29.86,67,5,8.25
470,Spanish Town,JM,2021-09-26 15:29:39,17.9911,-76.9574,87.62,61,0,1.97
471,Milyutinskaya,RU,2021-09-26 15:29:39,48.6279,41.6679,57.11,59,61,18.99
472,Tual,ID,2021-09-26 15:29:40,-5.6667,132.75,81.03,82,100,16.26
473,Port Hedland,AU,2021-09-26 15:29:40,-20.3167,118.5667,69.85,83,3,10.36
474,Pascagoula,US,2021-09-26 15:29:41,30.3658,-88.5561,78.33,62,1,4.61
475,Kankaanpaa,FI,2021-09-26 15:29:41,61.8,22.4167,57.96,63,27,3.98
476,Lianran,CN,2021-09-26 15:29:41,24.9227,102.485,61.34,91,2,2.89
477,Riom,FR,2021-09-26 15:29:42,45.9167,2.9167,66.85,63,43,7.54
478,Madurai,IN,2021-09-26 15:29:42,9.9333,78.1167,80.62,94,40,2.3
479,Hami,CN,2021-09-26 15:29:43,42.8,93.45,65.62,18,1,6.73
480,Te Anau,NZ,2021-09-26 15:29:43,-45.4167,167.7167,31.51,91,33,1.61
481,Rathenow,DE,2021-09-26 15:29:44,52.6066,12.337,79.21,50,11,7.07
482,La Ronge,CA,2021-09-26 15:29:44,55.1001,-105.2842,50.22,81,75,2.3
483,Tayu,ID,2021-09-26 15:29:44,-6.5397,111.0518,80.1,81,45,6.02
484,Sao Joao Da Barra,BR,2021-09-26 15:29:45,-21.6403,-41.0511,84.29,67,24,18.52
485,Adre,TD,2021-09-26 15:29:45,13.4667,22.2,81.7,53,93,4.47
486,Maturin,VE,2021-09-26 15:29:46,9.75,-63.1767,88.07,59,9,4.88
487,Husavik,IS,2021-09-26 15:29:46,66.0449,-17.3389,40.91,98,100,27.74
488,Kenora,CA,2021-09-26 15:29:47,49.8167,-94.4337,58.98,72,75,2.3
489,Moba,CN,2021-09-26 15:29:47,33.2288,105.0179,53.56,89,100,4.94
490,Port Macquarie,AU,2021-09-26 15:29:47,-31.4333,152.9167,54.9,64,90,6.73
491,Magaria,NE,2021-09-26 15:29:48,12.9983,8.9099,97.77,16,20,6.11
492,Boshnyakovo,RU,2021-09-26 15:29:48,49.6333,142.1667,49.44,75,41,6.96
493,Tocopilla,CL,2021-09-26 15:29:49,-22.092,-70.1979,66.97,63,11,4.79
494,Viedma,AR,2021-09-26 15:29:49,-40.8135,-62.9967,54.95,41,6,20.42
495,Payo,ID,2021-09-26 15:29:49,-3.7508,103.6372,73.63,97,100,2.59
496,Lumeje,AO,2021-09-26 15:29:50,-11.55,20.7833,90.05,18,99,10.38
497,Haradok,BY,2021-09-26 15:29:50,55.4624,29.9816,48.31,77,23,11.88
498,Doctor Arroyo,MX,2021-09-26 15:29:51,23.6667,-100.1833,65.91,67,52,5.28
499,Saint-Francois,FR,2021-09-26 15:29:51,46.4154,3.9054,71.67,71,0,3.44
500,Malindi,KE,2021-09-26 15:29:52,-3.2175,40.1191,77.99,76,12,14.12
501,Xuddur,SO,2021-09-26 15:29:52,4.1213,43.8894,86.79,35,86,11.56
502,Zabaykalsk,RU,2021-09-26 15:29:52,49.6333,117.3167,41.9,78,10,14.56
503,Maralal,KE,2021-09-26 15:29:53,1.0968,36.698,67.33,59,100,5.23
504,Ketchikan,US,2021-09-26 15:29:53,55.3422,-131.6461,44.58,93,20,0.0
505,Ostrovnoy,RU,2021-09-26 15:29:54,68.0531,39.5131,47.08,91,100,7.83
506,Bagdarin,RU,2021-09-26 15:29:54,54.4333,113.6,36.41,90,92,4.0
507,Goderich,CA,2021-09-26 15:29:54,43.7501,-81.7165,63.03,67,40,11.5
508,Xining,CN,2021-09-26 15:29:55,36.6167,101.7667,53.17,70,100,1.88
509,Sinegorsk,RU,2021-09-26 15:29:55,47.1667,142.5,37.74,99,17,3.6
510,Dicabisagan,PH,2021-09-26 15:29:56,17.0818,122.4157,79.88,89,84,6.82
511,Simbahan,PH,2021-09-26 15:29:56,6.3032,120.5836,83.5,72,28,8.08
512,Gornopravdinsk,RU,2021-09-26 15:29:56,60.05,69.9,33.64,84,61,5.59
513,Yarensk,RU,2021-09-26 15:29:57,62.1675,49.0916,44.29,94,100,6.38
514,Rewari,IN,2021-09-26 15:29:57,28.1833,76.6167,82.18,72,0,7.83
515,Okakarara,NA,2021-09-26 15:29:58,-20.5833,17.4333,91.45,7,0,5.44
516,Beckley,US,2021-09-26 15:29:58,37.7782,-81.1882,60.06,64,1,3.0
517,Mount Pleasant,US,2021-09-26 15:29:59,32.7941,-79.8626,80.01,63,1,1.01
518,Constitucion,CL,2021-09-26 15:29:59,-35.3333,-72.4167,57.52,60,100,10.27
519,Sao Joao Do Piaui,BR,2021-09-26 15:30:00,-8.3581,-42.2467,96.55,27,3,10.31
520,Ahuimanu,US,2021-09-26 15:30:00,21.4447,-157.8378,78.51,77,75,10.36
521,Petropavlovsk-Kamchatskiy,RU,2021-09-26 15:30:01,53.0452,158.6483,34.39,100,20,4.47
522,Napier,NZ,2021-09-26 15:30:01,-39.4833,176.9167,48.27,87,93,4.0
523,Adrar,MR,2021-09-26 15:30:02,20.5022,-10.0711,105.42,10,10,10.47
524,Lisala,CD,2021-09-26 15:30:02,2.15,21.5167,78.89,71,72,1.86
525,Hearst,CA,2021-09-26 15:30:04,49.6835,-83.6665,53.85,70,99,5.7
526,Maroantsetra,MG,2021-09-26 15:30:08,-15.4333,49.7333,70.47,86,79,9.73
527,Erzin,TR,2021-09-26 15:30:08,36.9559,36.2,88.32,33,0,3.69
528,Saint-Louis,SN,2021-09-26 15:30:09,16.3333,-15.0,98.24,26,95,7.14
529,Ginir,ET,2021-09-26 15:30:09,7.1333,40.7,64.38,63,92,1.52
530,Tilichiki,RU,2021-09-26 15:30:10,60.4667,166.1,40.21,92,100,4.68
531,Lircay,PE,2021-09-26 15:30:10,-12.9896,-74.7205,57.74,47,36,8.37
532,Mitsamiouli,KM,2021-09-26 15:30:11,-11.3847,43.2844,80.89,69,40,9.22
533,Ulundi,ZA,2021-09-26 15:30:11,-28.3352,31.4162,69.69,58,7,4.63
534,Polunochnoye,RU,2021-09-26 15:30:11,60.8697,60.4153,33.03,77,97,5.48
535,Hirata,JP,2021-09-26 15:30:12,35.4333,132.8167,71.62,90,72,7.25
536,Salamiyah,SY,2021-09-26 15:30:12,35.0113,37.0532,78.85,22,1,7.63
537,San Jeronimo,PE,2021-09-26 15:30:13,-11.9472,-75.2829,61.38,41,20,2.13
538,Calabozo,VE,2021-09-26 15:30:13,8.9242,-67.4293,89.13,55,89,4.25
539,Lazurne,UA,2021-09-26 15:30:14,46.084,32.5295,64.02,67,55,12.17
540,Ukiah,US,2021-09-26 15:30:14,39.1502,-123.2078,58.64,86,90,4.61
541,Abalak,RU,2021-09-26 15:30:14,58.1286,68.5944,33.12,80,16,6.44
542,Nagar Karnul,IN,2021-09-26 15:30:15,16.4821,78.3247,76.33,85,100,6.51
543,Midland,US,2021-09-26 15:26:17,31.9974,-102.0779,76.05,49,1,13.8
544,Joshimath,IN,2021-09-26 15:30:15,30.5667,79.5667,67.46,89,64,0.65
545,Ballina,AU,2021-09-26 15:30:16,-28.8667,153.5667,58.96,88,90,9.22
546,Kisangani,CD,2021-09-26 15:30:16,0.5167,25.2,70.21,90,99,2.33
547,Sabang,ID,2021-09-26 15:30:17,5.8933,95.3214,82.11,77,99,23.04
548,Vardo,NO,2021-09-26 15:30:17,70.3705,31.1107,47.95,86,97,11.99
549,Sligo,IE,2021-09-26 15:30:18,54.2697,-8.4694,55.69,93,0,1.14
550,Paamiut,GL,2021-09-26 15:30:18,61.994,-49.6678,35.4,48,7,3.51
551,Baruun-Urt,MN,2021-09-26 15:30:19,46.6806,113.2792,43.39,53,0,9.44
552,Ponte Nova,BR,2021-09-26 15:26:31,-20.4164,-42.9086,86.76,35,51,9.66
553,London,GB,2021-09-26 15:29:41,51.5085,-0.1257,74.68,68,75,1.01
554,Kyra,RU,2021-09-26 15:30:20,49.5776,111.9753,34.61,77,5,3.09
555,Riyadh,SA,2021-09-26 15:30:17,24.6877,46.7219,95.14,17,2,11.39
556,Rock Springs,US,2021-09-26 15:30:20,41.5875,-109.2029,56.64,30,1,3.44
557,Panzhihua,CN,2021-09-26 15:30:21,26.5851,101.7128,70.45,82,82,0.67
558,Shubarshi,KZ,2021-09-26 15:30:21,48.5872,57.1869,54.88,63,44,11.5
559,Leiyang,CN,2021-09-26 15:30:22,26.4024,112.8591,86.59,52,82,1.88
560,De Aar,ZA,2021-09-26 15:30:22,-30.6497,24.0123,83.5,8,9,9.66
561,Hauterive,FR,2021-09-26 15:30:23,46.0901,3.4459,74.16,79,19,3.91
562,Natal,BR,2021-09-26 15:30:23,-5.795,-35.2094,84.42,74,75,20.71
563,Rabo De Peixe,PT,2021-09-26 15:30:23,37.8,-25.5833,75.27,91,20,11.5
564,Itarema,BR,2021-09-26 15:30:24,-2.9248,-39.9167,88.81,54,93,21.63
565,Buchanan,LR,2021-09-26 15:30:24,5.8808,-10.0467,82.36,87,100,8.93
566,Hoi An,VN,2021-09-26 15:30:25,15.8794,108.335,80.56,86,17,2.39
567,Biltine,TD,2021-09-26 15:30:25,14.5333,20.9167,79.12,57,49,17.6
568,Yuanping,CN,2021-09-26 15:30:25,38.7153,112.7575,56.66,92,89,0.49
569,Primorskiy,RU,2021-09-26 15:30:26,43.0983,131.5875,62.19,92,84,4.52
570,Secu,RO,2021-09-26 15:30:26,44.4667,23.3,82.29,35,0,3.49
571,Rapid City,US,2021-09-26 15:29:52,44.0805,-103.231,83.12,25,1,1.01
572,Boden,SE,2021-09-26 15:28:10,65.8252,21.6886,50.0,79,78,5.68
573,Kurumkan,RU,2021-09-26 15:30:27,54.3,110.3,34.99,84,76,4.97
574,Beloha,MG,2021-09-26 15:30:27,-25.1667,45.05,74.98,61,0,10.78
575,Xam Nua,LA,2021-09-26 15:30:28,20.4197,104.0439,65.62,99,54,1.72
576,Kamensk-Uralskiy,RU,2021-09-26 15:30:28,56.4185,61.9329,45.0,39,100,15.26
577,Pierre,US,2021-09-26 15:30:29,44.3683,-100.351,59.92,63,1,5.75
578,San Vicente,AR,2021-09-26 15:30:29,-26.6167,-54.1333,88.43,19,0,3.67
579,Fukue,JP,2021-09-26 15:30:29,32.6881,128.8419,74.8,80,64,19.1
580,Smalininkai,LT,2021-09-26 15:30:30,55.0735,22.5793,55.65,63,39,5.06
581,Hanyang,CN,2021-09-26 15:30:30,32.1371,105.5126,61.56,91,100,7.11
